#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0043009	Chordate embryonic development	12	801	0.89	3.48e-06	10090.ENSMUSP00000001706,10090.ENSMUSP00000017290,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000045993,10090.ENSMUSP00000064366,10090.ENSMUSP00000080765,10090.ENSMUSP00000099407,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Hoxc9,Brca1,Runx1,Pou5f1,Kdm2b,Cnot3,Mycn,Klf1,Zfp42,Kat2a,Brd4,Sin3a
GO:0048729	Tissue morphogenesis	11	646	0.94	4.02e-06	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000103245	Stat5a,Nanog,Myc,Runx1,Pou5f1,Kdm2b,Mycn,Pml,Sox2,Kat2a,Klf4
GO:2000026	Regulation of multicellular organismal development	18	2150	0.63	4.05e-06	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000045993,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641,10090.ENSMUSP00000130221	Spi1,Stat5a,Nanog,Brca1,Hdac2,Myc,Runx1,Pou5f1,Mycn,Egr1,Pml,Sox2,Kat2a,E2f1,Tcf3,Klf4,Atf2,Sin3a
GO:0051240	Positive regulation of multicellular organismal process	17	1902	0.66	4.37e-06	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641,10090.ENSMUSP00000130221	Stat5a,Brca1,Hdac2,Myc,Runx1,Pou5f1,Kdm2b,Cnot3,Egr1,Pml,Sox2,Kat2a,E2f1,Tcf3,Klf4,Atf2,Sin3a
GO:0071407	Cellular response to organic cyclic compound	10	511	1.0	5.04e-06	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000130221	Stat5a,Nanog,Brca1,Hdac2,Taf7,Egr1,Taf1,Klf4,Nr1h3,Sin3a
GO:1901701	Cellular response to oxygen-containing compound	13	1026	0.81	5.39e-06	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000069616,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000106988,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Spi1,Stat5a,Nanog,Brca1,Hdac2,Egr1,Taf1,E2f1,Klf4,Max,Nr1h3,Usf1,Sin3a
GO:0009888	Tissue development	16	1720	0.68	7.22e-06	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000015003,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Stat5a,Nanog,E2f4,Hdac2,Myc,Runx1,Pou5f1,Kdm2b,Mycn,Egr1,Pml,Sox2,Kat2a,Tcf3,Klf4,Atf2
GO:0031058	Positive regulation of histone modification	6	104	1.47	7.37e-06	10090.ENSMUSP00000017290,10090.ENSMUSP00000030993,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Brca1,Nelfa,Pml,Kat2a,Brd4,Nelfe
GO:0016573	Histone acetylation	6	108	1.45	9.04e-06	10090.ENSMUSP00000002180,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070	Spi1,Taf1,Kat2a,Tcf3,Atf2,Brd4
GO:0000083	Regulation of transcription involved in g1/s transition of mitotic cell cycle	4	18	2.06	9.22e-06	10090.ENSMUSP00000015003,10090.ENSMUSP00000020908,10090.ENSMUSP00000099434,10090.ENSMUSP00000113070	E2f4,E2f6,E2f1,Brd4
GO:0035067	Negative regulation of histone acetylation	4	18	2.06	9.22e-06	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000065645,10090.ENSMUSP00000130221	Spi1,Brca1,Taf7,Sin3a
GO:0071417	Cellular response to organonitrogen compound	10	549	0.97	9.22e-06	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000069616,10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Stat5a,Nanog,Brca1,Hdac2,Egr1,Taf1,Klf4,Max,Usf1,Sin3a
GO:0051094	Positive regulation of developmental process	15	1533	0.7	1.06e-05	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000038229,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Stat5a,Brca1,Hdac2,Myc,Runx1,Pou5f1,Kdm2b,Egr1,Pml,Sox2,Kat2a,E2f1,Tcf3,Klf4,Sin3a
GO:0035065	Regulation of histone acetylation	5	57	1.65	1.29e-05	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000065645,10090.ENSMUSP00000099407,10090.ENSMUSP00000130221	Spi1,Brca1,Taf7,Kat2a,Sin3a
GO:0032268	Regulation of cellular protein metabolic process	19	2657	0.56	1.52e-05	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000030993,10090.ENSMUSP00000039098,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221,10090.ENSMUSP00000134272	Spi1,Brca1,Hdac2,Myc,Nelfa,Cnot3,Taf7,Egr1,Foxm1,Pml,Sox2,Taf1,Kat2a,Tcf3,Klf4,Nr1h3,Brd4,Sin3a,Nelfe
GO:0009987	Cellular process	41	13330	0.2	1.62e-05	10090.ENSMUSP00000001706,10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000015003,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000019911,10090.ENSMUSP00000020908,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000043909,10090.ENSMUSP00000045281,10090.ENSMUSP00000045993,10090.ENSMUSP00000064366,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000076208,10090.ENSMUSP00000080765,10090.ENSMUSP00000082816,10090.ENSMUSP00000085423,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000113070,10090.ENSMUSP00000122403,10090.ENSMUSP00000124317,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Hoxc9,Spi1,Stat5a,Nanog,E2f4,Brca1,Mybl2,Hdac2,E2f6,Myc,Runx1,Pou5f1,Xrn2,Kdm2b,Cnot3,Nfya,Pbx3,Mycn,Klf1,Taf7,Egr1,Foxm1,Ttf2,Zfp42,Pml,Zfx,Sox2,Taf1,Kat2a,E2f1,Tcf3,Klf4,Max,Nr1h3,Atf2,Zbtb33,Brd4,Nfyb,Tbp,Usf1,Sin3a
GO:0051716	Cellular response to stimulus	27	5497	0.4	1.68e-05	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000043909,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000080765,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000122403,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Spi1,Stat5a,Nanog,Brca1,Mybl2,Hdac2,Myc,Runx1,Pou5f1,Xrn2,Nfya,Taf7,Egr1,Foxm1,Zfp42,Pml,Taf1,Kat2a,E2f1,Klf4,Max,Nr1h3,Atf2,Zbtb33,Nfyb,Usf1,Sin3a
GO:0031399	Regulation of protein modification process	16	1856	0.65	1.81e-05	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000030993,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221,10090.ENSMUSP00000134272	Spi1,Brca1,Hdac2,Nelfa,Taf7,Egr1,Foxm1,Pml,Sox2,Taf1,Kat2a,Tcf3,Klf4,Brd4,Sin3a,Nelfe
GO:1903047	Mitotic cell cycle process	9	454	1.01	2.02e-05	10090.ENSMUSP00000015003,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000020908,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070	E2f4,Brca1,Mybl2,E2f6,Foxm1,Pml,E2f1,Atf2,Brd4
GO:1990830	Cellular response to leukemia inhibitory factor	6	127	1.38	2.02e-05	10090.ENSMUSP00000018005,10090.ENSMUSP00000025271,10090.ENSMUSP00000080765,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000122403	Mybl2,Pou5f1,Zfp42,Pml,Klf4,Nfyb
GO:0022402	Cell cycle process	11	784	0.86	2.24e-05	10090.ENSMUSP00000015003,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000020908,10090.ENSMUSP00000022971,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070	E2f4,Brca1,Mybl2,E2f6,Myc,Foxm1,Pml,Sox2,E2f1,Atf2,Brd4
GO:0048598	Embryonic morphogenesis	10	637	0.91	3.11e-05	10090.ENSMUSP00000001706,10090.ENSMUSP00000012540,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979	Hoxc9,Nanog,Hdac2,Myc,Pou5f1,Kdm2b,Mycn,Sox2,Kat2a,Tcf3
GO:0045787	Positive regulation of cell cycle	8	354	1.06	3.71e-05	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000100979,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Stat5a,Nanog,Brca1,Myc,Pml,Tcf3,Brd4,Sin3a
GO:0001714	Endodermal cell fate specification	3	6	2.41	4.95e-05	10090.ENSMUSP00000012540,10090.ENSMUSP00000025271,10090.ENSMUSP00000096755	Nanog,Pou5f1,Sox2
GO:0002009	Morphogenesis of an epithelium	9	520	0.95	5.68e-05	10090.ENSMUSP00000004145,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000103245	Stat5a,Myc,Runx1,Kdm2b,Mycn,Pml,Sox2,Kat2a,Klf4
GO:1901990	Regulation of mitotic cell cycle phase transition	7	255	1.15	5.82e-05	10090.ENSMUSP00000017290,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Brca1,Pml,E2f1,Tcf3,Klf4,Brd4,Sin3a
GO:0018205	Peptidyl-lysine modification	7	262	1.14	6.86e-05	10090.ENSMUSP00000002180,10090.ENSMUSP00000019911,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070	Spi1,Hdac2,Taf1,Kat2a,Tcf3,Atf2,Brd4
GO:0045786	Negative regulation of cell cycle	8	400	1.01	8.72e-05	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Brca1,Myc,Pml,Sox2,Kat2a,E2f1,Klf4,Atf2
GO:0032270	Positive regulation of cellular protein metabolic process	14	1600	0.65	0.00010	10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000030993,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Brca1,Hdac2,Myc,Nelfa,Egr1,Pml,Sox2,Taf1,Kat2a,Tcf3,Klf4,Nr1h3,Brd4,Nelfe
GO:0007049	Cell cycle	12	1138	0.73	0.00011	10090.ENSMUSP00000015003,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000020908,10090.ENSMUSP00000022971,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070	E2f4,Brca1,Mybl2,E2f6,Myc,Foxm1,Pml,Sox2,Taf1,E2f1,Atf2,Brd4
GO:0014070	Response to organic cyclic compound	11	930	0.78	0.00011	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000130221	Stat5a,Nanog,Brca1,Hdac2,Taf7,Egr1,Taf1,Kat2a,Klf4,Nr1h3,Sin3a
GO:0050896	Response to stimulus	29	6908	0.33	0.00011	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000043909,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000080765,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000122403,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Spi1,Stat5a,Nanog,Brca1,Mybl2,Hdac2,Myc,Runx1,Pou5f1,Xrn2,Nfya,Taf7,Egr1,Foxm1,Zfp42,Pml,Sox2,Taf1,Kat2a,E2f1,Tcf3,Klf4,Max,Nr1h3,Atf2,Zbtb33,Nfyb,Usf1,Sin3a
GO:0010564	Regulation of cell cycle process	9	583	0.9	0.00013	10090.ENSMUSP00000017290,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Brca1,Foxm1,Pml,Kat2a,E2f1,Tcf3,Klf4,Brd4,Sin3a
GO:0045596	Negative regulation of cell differentiation	10	761	0.83	0.00013	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979	Stat5a,Nanog,Hdac2,Myc,Runx1,Pou5f1,Mycn,Sox2,E2f1,Tcf3
GO:0010941	Regulation of cell death	14	1661	0.64	0.00015	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641,10090.ENSMUSP00000130221	Stat5a,Brca1,Mybl2,Hdac2,Myc,Kdm2b,Mycn,Egr1,Pml,Sox2,E2f1,Klf4,Atf2,Sin3a
GO:0010243	Response to organonitrogen compound	11	975	0.76	0.00016	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Stat5a,Nanog,Brca1,Hdac2,Myc,Egr1,Taf1,Klf4,Max,Usf1,Sin3a
GO:0032526	Response to retinoic acid	5	105	1.39	0.00018	10090.ENSMUSP00000012540,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245	Nanog,Runx1,Pou5f1,Sox2,Klf4
GO:0031062	Positive regulation of histone methylation	4	46	1.65	0.00021	10090.ENSMUSP00000017290,10090.ENSMUSP00000030993,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Brca1,Nelfa,Brd4,Nelfe
GO:0043966	Histone h3 acetylation	4	47	1.64	0.00022	10090.ENSMUSP00000002180,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000113070	Spi1,Kat2a,Tcf3,Brd4
GO:0035019	Somatic stem cell population maintenance	4	48	1.63	0.00024	10090.ENSMUSP00000002180,10090.ENSMUSP00000012540,10090.ENSMUSP00000025271,10090.ENSMUSP00000096755	Spi1,Nanog,Pou5f1,Sox2
GO:0006807	Nitrogen compound metabolic process	26	5878	0.36	0.00025	10090.ENSMUSP00000001706,10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000076208,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000113070,10090.ENSMUSP00000124317,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Hoxc9,Spi1,Stat5a,Brca1,Hdac2,Myc,Pou5f1,Xrn2,Kdm2b,Cnot3,Taf7,Egr1,Foxm1,Ttf2,Pml,Taf1,Kat2a,E2f1,Tcf3,Klf4,Atf2,Zbtb33,Brd4,Tbp,Usf1,Sin3a
GO:0030097	Hemopoiesis	9	637	0.86	0.00025	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000023673,10090.ENSMUSP00000064366,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Spi1,Stat5a,Runx1,Klf1,Egr1,Pml,Tcf3,Klf4,Sin3a
GO:0033554	Cellular response to stress	13	1493	0.65	0.00025	10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000028921,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000107641,10090.ENSMUSP00000130221	Brca1,Hdac2,Myc,Xrn2,Egr1,Foxm1,Pml,Taf1,E2f1,Klf4,Max,Atf2,Sin3a
GO:0042981	Regulation of apoptotic process	13	1486	0.65	0.00025	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641,10090.ENSMUSP00000130221	Stat5a,Brca1,Mybl2,Hdac2,Myc,Kdm2b,Egr1,Pml,Sox2,E2f1,Klf4,Atf2,Sin3a
GO:0033043	Regulation of organelle organization	12	1258	0.69	0.00026	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000030993,10090.ENSMUSP00000065645,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221,10090.ENSMUSP00000134272	Spi1,Brca1,Hdac2,Myc,Pou5f1,Nelfa,Taf7,Pml,Kat2a,Brd4,Sin3a,Nelfe
GO:0009887	Animal organ morphogenesis	11	1038	0.74	0.00027	10090.ENSMUSP00000001706,10090.ENSMUSP00000004145,10090.ENSMUSP00000015003,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000045281,10090.ENSMUSP00000045993,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000107641	Hoxc9,Stat5a,E2f4,Hdac2,Myc,Kdm2b,Pbx3,Mycn,Pml,Sox2,Atf2
GO:0043392	Negative regulation of dna binding	4	51	1.6	0.00028	10090.ENSMUSP00000019911,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000130221	Hdac2,Taf1,E2f1,Sin3a
GO:1902893	Regulation of pri-mirna transcription by rna polymerase ii	4	51	1.6	0.00028	10090.ENSMUSP00000002180,10090.ENSMUSP00000019911,10090.ENSMUSP00000025271,10090.ENSMUSP00000069616	Spi1,Hdac2,Pou5f1,Egr1
GO:0032269	Negative regulation of cellular protein metabolic process	11	1047	0.73	0.00029	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000039098,10090.ENSMUSP00000065645,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000130221	Spi1,Brca1,Hdac2,Cnot3,Taf7,Foxm1,Pml,Taf1,Klf4,Nr1h3,Sin3a
GO:0044238	Primary metabolic process	27	6369	0.34	0.00029	10090.ENSMUSP00000001706,10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000076208,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000113070,10090.ENSMUSP00000124317,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Hoxc9,Spi1,Stat5a,Brca1,Hdac2,Myc,Pou5f1,Xrn2,Kdm2b,Cnot3,Taf7,Egr1,Foxm1,Ttf2,Pml,Taf1,Kat2a,E2f1,Tcf3,Klf4,Nr1h3,Atf2,Zbtb33,Brd4,Tbp,Usf1,Sin3a
GO:0070848	Response to growth factor	8	485	0.93	0.00030	10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245	Runx1,Pou5f1,Egr1,Pml,Sox2,Kat2a,E2f1,Klf4
GO:0090239	Regulation of histone h4 acetylation	3	14	2.04	0.00032	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000065645	Spi1,Brca1,Taf7
