NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_PIGMENT_GRANULE_MATURATION	10		Rejected!	
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	231	209		
GOBP_TISSUE_REMODELING	175	143		
GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE	6		Rejected!	
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	17	17		
GOBP_PRONEPHROS_DEVELOPMENT	8		Rejected!	
GOBP_ANIMAL_ORGAN_MATURATION	26	22		
GOBP_GENITALIA_DEVELOPMENT	42	34		
GOBP_DENDRITE_MORPHOGENESIS	139	130		
GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS	65	60		
GOBP_HAIR_FOLLICLE_MATURATION	12		Rejected!	
GOBP_ERYTHROCYTE_DEVELOPMENT	32	28		
GOBP_OTOLITH_DEVELOPMENT	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	26	25		
GOBP_ARTERY_MORPHOGENESIS	70	57		
GOBP_VENOUS_BLOOD_VESSEL_MORPHOGENESIS	8		Rejected!	
GOBP_FOREBRAIN_MORPHOGENESIS	10		Rejected!	
GOBP_BRAIN_MORPHOGENESIS	35	28		
GOBP_NEURAL_NUCLEUS_DEVELOPMENT	60	49		
GOBP_LEUKEMIA_INHIBITORY_FACTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_STEM_CELL_DIFFERENTIATION	251	230		
GOBP_STEM_CELL_FATE_COMMITMENT	6		Rejected!	
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	516	426		
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	249	220		
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE	26	24		
GOBP_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE	13		Rejected!	
GOBP_CHEMICAL_HOMEOSTASIS	1187		Rejected!	
GOBP_SENSORY_SYSTEM_DEVELOPMENT	369	313		
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	12		Rejected!	
GOBP_CHROMOSOME_LOCALIZATION	81	70		
GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS	25	15		
GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_CATECHOLAMINE_SECRETION	53	41		
GOBP_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	26	24		
GOBP_AMYLOID_BETA_METABOLIC_PROCESS	67	51		
GOBP_ARACHIDONIC_ACID_SECRETION	29	21		
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	30	28		
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	43	38		
GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	16	15		
GOBP_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	17		Rejected!	
GOBP_HOMOCYSTEINE_METABOLIC_PROCESS	13		Rejected!	
GOBP_EPITHELIAL_CELL_PROLIFERATION	428	330		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	203	158		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	160	110		
GOBP_REGULATION_OF_MRNA_PROCESSING	139	128		
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	33	31		
GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	29	28		
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	24	21		
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	69	53		
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS	29	27		
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	41	29		
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	366	270		
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	160	104		
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	133	105		
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	262	219		
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	193	159		
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	58	50		
GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_PHAGOCYTOSIS	94	83		
GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS	22	21		
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	67	57		
GOBP_REGULATION_OF_NEUROGENESIS	348	309		
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	217	197		
GOBP_REGULATION_OF_AXONOGENESIS	151	143		
GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	66	62		
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	78	75		
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT	97	90		
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	35	33		
GOBP_REGULATION_OF_IMMUNE_RESPONSE	993		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	150	101		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	751	478		
GOBP_RNA_DESTABILIZATION	36	36		
GOBP_REGULATION_OF_BEHAVIOR	65	47		
GOBP_ACTIVATED_T_CELL_PROLIFERATION	46	33		
GOBP_ION_HOMEOSTASIS	787		Rejected!	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	20		Rejected!	
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	214	186		
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	66	58		
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	144	124		
GOBP_SYNAPSE_ORGANIZATION	412	367		
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	91	72		
GOBP_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_COAGULATION	347	276		
GOBP_REGULATION_OF_COAGULATION	71	64		
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	52	45		
GOBP_POSITIVE_REGULATION_OF_COAGULATION	24	21		
GOBP_PROTEIN_STABILIZATION	191	166		
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	85	38		
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	98	46		
GOBP_DEFENSE_RESPONSE_TO_FUNGUS	39	18		
GOBP_PROGESTERONE_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	67	58		
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	20	19		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	30	25		
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	316	199		
GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY	204	157		
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	127	55		
GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	66	51		
GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	28	21		
GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	40	32		
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	23	18		
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	30	23		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	22	17		
GOBP_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_REGULATION_OF_T_CELL_ACTIVATION	327	251		
GOBP_REGULATION_OF_B_CELL_ACTIVATION	186	107		
GOBP_REGULATION_OF_CELL_ACTIVATION	626	445		
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	200	157		
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	405	262		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	33	28		
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	143	70		
GOBP_WHITE_FAT_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_BROWN_FAT_CELL_DIFFERENTIATION	46	42		
GOBP_NERVOUS_SYSTEM_PROCESS	1418		Rejected!	
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	503	395		
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT	56	48		
GOBP_VOLUNTARY_MUSCULOSKELETAL_MOVEMENT	6		Rejected!	
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE	16	15		
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	42	35		
GOBP_ENDOCRINE_PROCESS	78	59		
GOBP_COGNITION	276	228		
GOBP_INTESTINAL_ABSORPTION	39	32		
GOBP_LEUKOCYTE_MIGRATION	507	363		
GOBP_LEUKOCYTE_TETHERING_OR_ROLLING	30	28		
GOBP_DIAPEDESIS	7		Rejected!	
GOBP_NEUROMUSCULAR_PROCESS	90	73		
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	537	62		
GOBP_SENSORY_PERCEPTION_OF_TASTE	64	24		
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND	14		Rejected!	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE	42		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_BITTER_TASTE	41		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_SOUR_TASTE	5		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_SWEET_TASTE	6		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_UMAMI_TASTE	6		Rejected!	
GOBP_POSITIVE_CHEMOTAXIS	67	53		
GOBP_NEGATIVE_CHEMOTAXIS	46	46		
GOBP_REGULATION_OF_CHEMOTAXIS	224	190		
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	139	119		
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	64	55		
GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	26	24		
GOBP_INDUCTION_OF_POSITIVE_CHEMOTAXIS	14		Rejected!	
GOBP_PIGMENT_CELL_DIFFERENTIATION	34	28		
GOBP_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS	23	18		
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	218	157		
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	167	135		
GOBP_THERMOCEPTION	5		Rejected!	
GOBP_EQUILIBRIOCEPTION	7		Rejected!	
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	17	15		
GOBP_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	21	15		
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	14		Rejected!	
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	32	26		
GOBP_SENSORY_PERCEPTION_OF_TOUCH	5		Rejected!	
GOBP_DETECTION_OF_MECHANICAL_STIMULUS	49	43		
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	60	54		
GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	25	23		
GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	27	23		
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	52	42		
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	24	20		
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	12		Rejected!	
GOBP_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	24	19		
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	7		Rejected!	
GOBP_MICROTUBULE_SEVERING	12		Rejected!	
GOBP_ACTIN_FILAMENT_SEVERING	16	16		
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING	26	23		
GOBP_CHIASMA_ASSEMBLY	6		Rejected!	
GOBP_MRNA_TRANSPORT	151	133		
GOBP_RRNA_TRANSPORT	5		Rejected!	
GOBP_TRNA_TRANSPORT	37	33		
GOBP_REGULATION_OF_ENDOSOME_SIZE	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	23	20		
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	8		Rejected!	
GOBP_REGULATION_OF_SECRETION	613	497		
GOBP_POSITIVE_REGULATION_OF_SECRETION	295	242		
GOBP_NEGATIVE_REGULATION_OF_SECRETION	160	121		
GOBP_REGULATION_OF_TRANSPORT	1730		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSPORT	882		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	438	347		
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	353	312		
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	124	99		
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	198	185		
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	59	46		
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	319	297		
GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	77	66		
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	56	53		
GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	34	29		
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	444	376		
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	266	233		
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	159	144		
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	928		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1284		Rejected!	
GOBP_REGULATION_OF_HELICASE_ACTIVITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HELICASE_ACTIVITY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_BINDING	357	317		
GOBP_POSITIVE_REGULATION_OF_BINDING	170	153		
GOBP_NEGATIVE_REGULATION_OF_BINDING	159	135		
GOBP_REGULATION_OF_DNA_BINDING	118	100		
GOBP_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR	5		Rejected!	
GOBP_REGULATION_OF_DNA_LIGATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_LIGATION	5		Rejected!	
GOBP_HEPOXILIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY	25	21		
GOBP_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION	9		Rejected!	
GOBP_REGULATION_OF_ACTIN_NUCLEATION	30	29		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	15	15		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	729		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1118		Rejected!	
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	22	20		
GOBP_NK_T_CELL_ACTIVATION	11		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_ACTIVATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION	7		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_PROLIFERATION	5		Rejected!	
GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	70	55		
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	269	225		
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	159	122		
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	64	51		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	89	64		
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	44	30		
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	22	16		
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	21		Rejected!	
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	93	70		
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	38	31		
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	52	35		
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	25	19		
GOBP_XYLULOSE_5_PHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_NUCLEAR_EXPORT	201	184		
GOBP_NUCLEAR_TRANSPORT	343	309		
GOBP_IMPORT_INTO_NUCLEUS	163	142		
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1610		Rejected!	
GOBP_VITAMIN_TRANSPORT	41	32		
GOBP_PROSTHETIC_GROUP_METABOLIC_PROCESS	6		Rejected!	
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE	77	66		
GOBP_SEQUESTERING_OF_CALCIUM_ION	119	97		
GOBP_CARTILAGE_DEVELOPMENT	184	161		
GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN	22	21		
GOBP_SPINDLE_ASSEMBLY	114	103		
GOBP_SPINDLE_ELONGATION	9		Rejected!	
GOBP_MAINTENANCE_OF_LOCATION	319	273		
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	200	178		
GOBP_SEQUESTERING_OF_METAL_ION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1397		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1104		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1528		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1110		Rejected!	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	501	342		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	153	118		
GOBP_SPINDLE_MIDZONE_ASSEMBLY	12		Rejected!	
GOBP_PROTEIN_POLYMERIZATION	294	267		
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION	229	201		
GOBP_PROTEIN_HOMOOLIGOMERIZATION	177	158		
GOBP_PROTEIN_DEPOLYMERIZATION	112	104		
GOBP_PROTEIN_TETRAMERIZATION	83	71		
GOBP_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	1100		Rejected!	
GOBP_CHROMOSOME_ORGANIZATION	1244		Rejected!	
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	76	61		
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	40	31		
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	15		Rejected!	
GOBP_PROTEIN_HOMOTETRAMERIZATION	56	51		
GOBP_PROTEIN_HETEROTETRAMERIZATION	14		Rejected!	
GOBP_PROTEIN_HETEROOLIGOMERIZATION	24	19		
GOBP_NUCLEAR_PORE_COMPLEX_ASSEMBLY	9		Rejected!	
GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	34	30		
GOBP_ESTABLISHMENT_OF_MEIOTIC_SPINDLE_LOCALIZATION	5		Rejected!	
GOBP_CENTROSOME_DUPLICATION	72	64		
GOBP_CENTROSOME_SEPARATION	15		Rejected!	
GOBP_CELL_DIVISION	600		Rejected!	
GOBP_REGULATION_OF_CELL_DIVISION	171	143		
GOBP_CHROMOSOME_SEPARATION	95	89		
GOBP_CHROMOSOME_MOVEMENT_TOWARDS_SPINDLE_POLE	7		Rejected!	
GOBP_MEIOTIC_CHROMOSOME_SEPARATION	25	23		
GOBP_METAPHASE_PLATE_CONGRESSION	64	58		
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	15		Rejected!	
GOBP_MEIOTIC_CELL_CYCLE	250	194		
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	1297		Rejected!	
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	1010		Rejected!	
GOBP_REGULATION_OF_LYASE_ACTIVITY	49	31		
GOBP_REGULATION_OF_LIGASE_ACTIVITY	12		Rejected!	
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	110	87		
GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	774		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	454	339		
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	679		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	296	269		
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	25	17		
GOBP_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	56	48		
GOBP_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	35	20		
GOBP_KINETOCHORE_ASSEMBLY	17	16		
GOBP_KINETOCHORE_ORGANIZATION	22	21		
GOBP_RESPONSE_TO_MINERALOCORTICOID	32	25		
GOBP_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NEURON_APOPTOTIC_PROCESS	229	205		
GOBP_RESPONSE_TO_NITROSATIVE_STRESS	9		Rejected!	
GOBP_DETOXIFICATION_OF_NITROGEN_COMPOUND	5		Rejected!	
GOBP_RESPONSE_TO_CORTICOSTERONE	20	16		
GOBP_RESPONSE_TO_CORTISOL	5		Rejected!	
GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER	5		Rejected!	
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	53	48		
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	34	29		
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	16	16		
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	47	37		
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	23	18		
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	17		Rejected!	
GOBP_MYOBLAST_PROLIFERATION	24		Rejected!	
GOBP_MYOBLAST_MIGRATION	13		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS	23	20		
GOBP_CORTICOTROPIN_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CORTICOTROPIN_SECRETION	5		Rejected!	
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	344	266		
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY	33	23		
GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY	46	43		
GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	30	28		
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	510	467		
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	158	140		
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	220	203		
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	52	51		
GOBP_ELASTIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_KERATINOCYTE_MIGRATION	18	16		
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	14		Rejected!	
GOBP_FLAVONE_METABOLIC_PROCESS	6		Rejected!	
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	26	24		
